1 2 5.76570958699e-05
1 3 0.00026976187687
2 1 1.93057140878e-05
2 3 3.83538343355e-05
2 4 0.000161608227877
3 1 5.42148876816e-05
3 2 2.32203009566e-05
3 4 3.4435053246e-05
3 5 0.000138243469228
4 2 6.98231939111e-05
4 3 2.49306268955e-05
4 5 3.27279810953e-05
4 6 0.000127777292213
5 3 7.76765227599e-05
5 4 2.59170793838e-05
5 6 3.17389542895e-05
5 7 0.000121754424012
6 4 8.25051677743e-05
6 5 2.65584063053e-05
6 7 3.10736357218e-05
6 8 0.000117766591488
7 5 8.58044072723e-05
7 6 2.70113854011e-05
7 8 3.05987382319e-05
7 9 0.000114932693908
8 6 8.81965374523e-05
8 7 2.73654895241e-05
8 9 3.02391247403e-05
8 10 0.000112753139071
9 7 9.00467498357e-05
9 8 2.76565200637e-05
9 10 2.99370874202e-05
9 11 0.000111038403806
10 8 9.14949898025e-05
10 9 2.78884279385e-05
10 11 2.96634492204e-05
10 12 0.000109619601709
11 9 9.26899638594e-05
11 10 2.80675327676e-05
11 12 2.9456941187e-05
11 13 0.000108412916315
12 10 9.36788015613e-05
12 11 2.82520454094e-05
12 13 2.92554561295e-05
12 14 0.00010739504801
13 11 9.45115820081e-05
13 12 2.83976445295e-05
13 14 2.90660422367e-05
13 15 0.000106459940666
14 12 9.52498093947e-05
14 13 2.85206660206e-05
14 15 2.8908056452e-05
14 16 0.000105649348423
15 13 9.58598021217e-05
15 14 2.86473676987e-05
15 16 2.87450948128e-05
15 17 0.000104868709944
16 14 9.64198261644e-05
16 15 2.8747166393e-05
16 17 2.86071928388e-05
16 18 0.000104168053673
17 15 9.68751951951e-05
17 16 2.88539051311e-05
17 18 2.8458848511e-05
17 19 0.000103511690446
18 16 9.72961929116e-05
18 17 2.89349317664e-05
18 19 2.83222976319e-05
18 20 0.000102881425785
19 17 9.76673330719e-05
19 18 2.90149944228e-05
19 20 2.81953919884e-05
19 21 0.000102284091886
20 18 9.79858788193e-05
20 19 2.90938635608e-05
20 21 2.80593644492e-05
20 22 0.000101714598424
21 19 9.82703710399e-05
21 20 2.91536759043e-05
21 22 2.79441021948e-05
21 23 0.000101150789895
22 20 9.85245599992e-05
22 21 2.92265653969e-05
22 23 2.78223434947e-05
22 24 0.000100610285656
23 21 9.87345328655e-05
23 22 2.92851694668e-05
23 24 2.76964230043e-05
23 25 0.00010007079067
24 22 9.89241474765e-05
24 23 2.93326938169e-05
24 25 2.75842885382e-05
24 26 9.95548378751e-05
25 23 9.90755933888e-05
25 24 2.93885823312e-05
25 26 2.74649880174e-05
26 24 9.92159066038e-05
26 25 2.94313941126e-05
