# ne.dat (GNUPLOT format) generated by ./graphc
# Abundances for e- extracted from organics.out

# Radius		e-
3.777E+00	6.659E+04
4.755E+00	6.943E+04
5.986E+00	6.112E+04
7.536E+00	5.057E+04
9.487E+00	4.073E+04
1.194E+01	3.240E+04
1.504E+01	2.563E+04
1.893E+01	2.025E+04
2.383E+01	1.601E+04
3.000E+01	1.269E+04
3.777E+01	1.009E+04
4.755E+01	8.053E+03
5.986E+01	6.459E+03
7.536E+01	5.208E+03
9.487E+01	4.221E+03
1.194E+02	3.440E+03
1.504E+02	2.820E+03
1.893E+02	2.328E+03
2.383E+02	1.938E+03
3.000E+02	1.642E+03
3.777E+02	1.414E+03
4.755E+02	1.195E+03
5.986E+02	9.922E+02
7.536E+02	8.141E+02
9.487E+02	6.620E+02
1.194E+03	5.342E+02
1.504E+03	4.277E+02
1.893E+03	3.400E+02
2.383E+03	2.686E+02
3.000E+03	2.108E+02
3.777E+03	1.644E+02
4.755E+03	1.273E+02
5.986E+03	9.779E+01
7.536E+03	7.438E+01
9.487E+03	5.592E+01
1.194E+04	4.146E+01
1.504E+04	3.027E+01
1.893E+04	2.174E+01
2.383E+04	1.538E+01
3.000E+04	1.072E+01
3.777E+04	7.388E+00
4.755E+04	5.043E+00
5.986E+04	3.412E+00
7.536E+04	2.296E+00
9.487E+04	1.539E+00
1.000E+05	1.404E+00


