# ne.dat (GNUPLOT format) generated by ./graphc
# Abundances for e- extracted from organics.out

# Radius		e-
3.777E+00	2.572E+04
4.755E+00	2.551E+04
5.986E+00	2.205E+04
7.536E+00	1.804E+04
9.487E+00	1.439E+04
1.194E+01	1.133E+04
1.504E+01	8.870E+03
1.893E+01	6.928E+03
2.383E+01	5.412E+03
3.000E+01	4.233E+03
3.777E+01	3.319E+03
4.755E+01	2.609E+03
5.986E+01	2.057E+03
7.536E+01	1.628E+03
9.487E+01	1.293E+03
1.194E+02	1.032E+03
1.504E+02	8.283E+02
1.893E+02	6.706E+02
2.383E+02	5.533E+02
3.000E+02	4.553E+02
3.777E+02	3.713E+02
4.755E+02	3.007E+02
5.986E+02	2.424E+02
7.536E+02	1.946E+02
9.487E+02	1.558E+02
1.194E+03	1.244E+02
1.504E+03	9.905E+01
1.893E+03	7.868E+01
2.383E+03	6.236E+01
3.000E+03	4.930E+01
3.777E+03	3.888E+01
4.755E+03	3.056E+01
5.986E+03	2.394E+01
7.536E+03	1.867E+01
9.487E+03	1.447E+01
1.194E+04	1.114E+01
1.504E+04	8.508E+00
1.893E+04	6.429E+00
2.383E+04	4.799E+00
3.000E+04	3.529E+00
3.777E+04	2.556E+00
4.755E+04	1.824E+00
5.986E+04	1.284E+00
7.536E+04	8.947E-01
9.487E+04	6.179E-01
1.000E+05	5.671E-01


