# Te.dat (GNUPLOT format) generated by ./graphc
# Abundances for TE extracted from organics.out

# Radius		TE
3.777E+00	1.184E+02
4.755E+00	9.926E+01
5.986E+00	8.443E+01
7.536E+00	7.234E+01
9.487E+00	6.226E+01
1.194E+01	5.375E+01
1.504E+01	4.652E+01
1.893E+01	4.036E+01
2.383E+01	3.509E+01
3.000E+01	3.059E+01
3.777E+01	2.677E+01
4.755E+01	2.360E+01
5.986E+01	2.108E+01
7.536E+01	1.926E+01
9.487E+01	1.823E+01
1.194E+02	1.814E+01
1.504E+02	1.921E+01
1.893E+02	2.174E+01
2.383E+02	2.614E+01
3.000E+02	3.296E+01
3.777E+02	4.301E+01
4.755E+02	5.744E+01
5.986E+02	7.795E+01
7.536E+02	1.072E+02
9.487E+02	1.497E+02
1.194E+03	2.132E+02
1.504E+03	3.135E+02
1.893E+03	4.862E+02
2.383E+03	8.044E+02
3.000E+03	1.309E+03
3.777E+03	1.938E+03
4.755E+03	2.756E+03
5.986E+03	4.004E+03
7.536E+03	6.322E+03
9.487E+03	1.096E+04
1.194E+04	1.643E+04
1.504E+04	2.013E+04
1.893E+04	2.303E+04
2.383E+04	2.569E+04
3.000E+04	2.824E+04
3.777E+04	3.069E+04
4.755E+04	3.301E+04
5.986E+04	3.511E+04
7.536E+04	3.694E+04
9.487E+04	3.840E+04
1.000E+05	3.869E+04


