# ne.dat (GNUPLOT format) generated by ./graphc
# Abundances for e- extracted from organics.out

# Radius		e-
3.777E+00	4.951E+04
4.755E+00	4.917E+04
5.986E+00	4.256E+04
7.536E+00	3.491E+04
9.487E+00	2.795E+04
1.194E+01	2.211E+04
1.504E+01	1.740E+04
1.893E+01	1.366E+04
2.383E+01	1.073E+04
3.000E+01	8.440E+03
3.777E+01	6.655E+03
4.755E+01	5.264E+03
5.986E+01	4.180E+03
7.536E+01	3.332E+03
9.487E+01	2.669E+03
1.194E+02	2.148E+03
1.504E+02	1.738E+03
1.893E+02	1.415E+03
2.383E+02	1.161E+03
3.000E+02	9.626E+02
3.777E+02	8.186E+02
4.755E+02	6.942E+02
5.986E+02	5.786E+02
7.536E+02	4.762E+02
9.487E+02	3.884E+02
1.194E+03	3.146E+02
1.504E+03	2.532E+02
1.893E+03	2.025E+02
2.383E+03	1.612E+02
3.000E+03	1.278E+02
3.777E+03	1.008E+02
4.755E+03	7.912E+01
5.986E+03	6.180E+01
7.536E+03	4.797E+01
9.487E+03	3.696E+01
1.194E+04	2.823E+01
1.504E+04	2.133E+01
1.893E+04	1.590E+01
2.383E+04	1.169E+01
3.000E+04	8.451E+00
3.777E+04	6.015E+00
4.755E+04	4.219E+00
5.986E+04	2.919E+00
7.536E+04	1.999E+00
9.487E+04	1.360E+00
1.000E+05	1.244E+00


