# ne.dat (GNUPLOT format) generated by ./graphc
# Abundances for e- extracted from organics.out

# Radius		e-
3.777E+00	6.028E+05
4.755E+00	4.299E+05
5.986E+00	3.142E+05
7.536E+00	2.321E+05
9.487E+00	1.726E+05
1.194E+01	1.291E+05
1.504E+01	9.715E+04
1.893E+01	7.398E+04
2.383E+01	5.811E+04
3.000E+01	4.836E+04
3.777E+01	4.300E+04
4.755E+01	3.992E+04
5.986E+01	3.763E+04
7.536E+01	3.558E+04
9.487E+01	3.375E+04
1.194E+02	3.215E+04
1.504E+02	3.067E+04
1.893E+02	2.915E+04
2.383E+02	2.747E+04
3.000E+02	2.560E+04
3.777E+02	2.355E+04
4.755E+02	2.139E+04
5.986E+02	1.918E+04
7.536E+02	1.698E+04
9.487E+02	1.486E+04
1.194E+03	1.280E+04
1.504E+03	1.080E+04
1.893E+03	8.890E+03
2.383E+03	7.181E+03
3.000E+03	5.738E+03
3.777E+03	4.572E+03
4.755E+03	3.646E+03
5.986E+03	2.877E+03
7.536E+03	2.223E+03
9.487E+03	1.691E+03
1.194E+04	1.275E+03
1.504E+04	9.563E+02
1.893E+04	7.135E+02
2.383E+04	5.297E+02
3.000E+04	3.908E+02
3.777E+04	2.861E+02
4.755E+04	2.076E+02
5.986E+04	1.491E+02
7.536E+04	1.060E+02
9.487E+04	7.465E+01
1.000E+05	6.882E+01


