# ne.dat (GNUPLOT format) generated by ./graphc
# Abundances for e- extracted from organics.out

# Radius		e-
3.777E+00	8.745E+05
4.755E+00	6.264E+05
5.986E+00	4.573E+05
7.536E+00	3.373E+05
9.487E+00	2.505E+05
1.194E+01	1.871E+05
1.504E+01	1.403E+05
1.893E+01	1.055E+05
2.383E+01	7.967E+04
3.000E+01	6.047E+04
3.777E+01	4.657E+04
4.755E+01	3.716E+04
5.986E+01	3.151E+04
7.536E+01	2.851E+04
9.487E+01	2.700E+04
1.194E+02	2.627E+04
1.504E+02	2.602E+04
1.893E+02	2.604E+04
2.383E+02	2.605E+04
3.000E+02	2.579E+04
3.777E+02	2.513E+04
4.755E+02	2.406E+04
5.986E+02	2.261E+04
7.536E+02	2.086E+04
9.487E+02	1.891E+04
1.194E+03	1.682E+04
1.504E+03	1.464E+04
1.893E+03	1.240E+04
2.383E+03	1.021E+04
3.000E+03	8.243E+03
3.777E+03	6.585E+03
4.755E+03	5.251E+03
5.986E+03	4.207E+03
7.536E+03	3.348E+03
9.487E+03	2.599E+03
1.194E+04	1.983E+03
1.504E+04	1.498E+03
1.893E+04	1.126E+03
2.383E+04	8.430E+02
3.000E+04	6.285E+02
3.777E+04	4.662E+02
4.755E+04	3.436E+02
5.986E+04	2.513E+02
7.536E+04	1.823E+02
9.487E+04	1.310E+02
1.000E+05	1.213E+02


